THKRAZAO,eTh,MDT,CTCOR,eU,KPERC,Litologia,X,Y,Selected
continuous,continuous,continuous,continuous,continuous,continuous,discrete,continuous,continuous,discrete
,,,,,,class,meta,meta,meta
9.11447367,11.7641534805298,1031.7255859375,19.5893669128418,1.05994367599487,1.31940460205078,NpGM,335896.292330098,7627416.29324469,No
10.20492883,20.4881839752197,918.199890136719,31.5049247741699,0.727161824703217,1.66944408416748,NpGM,344001.378815536,7614808.82372346,No
16.35978982,17.6138782501221,858.384399414062,29.4209270477295,1.70777416229248,1.0913872718811,NpGM,331693.654893204,7623013.68484045,No
20.87636652,12.8631038665771,851.348693847656,21.3691329956055,1.17322778701782,0.677034139633179,NpGM,342900.688058254,7618310.89859047,No
15.09359986,27.6445484161377,910.322937011719,42.6273231506348,1.93271231651306,1.88184082508087,NpGM,342400.374077671,7614708.76444154,No
27.0627692,18.3493938446045,876.926574707031,33.877384185791,1.86287701129913,0.625289797782898,NpGM,335996.355126214,7615509.238696859,No
17.8794549,11.5475988388062,878.499572753906,19.3370628356934,1.10854470729828,0.669132351875305,NpGM,341599.871708739,7622913.62555853,No
10.36443724,14.36598777771,1058.80078125,23.1888370513916,1.21494174003601,1.26745021343231,NpGM,331093.278116505,7626815.9375532,No
8.56489349,11.1280498504639,1155.24353027344,15.8976707458496,0.771147549152374,1.19770872592926,NpGM,338898.176213593,7626415.70042554,No
23.23490952,13.0552921295166,823.701538085938,21.9813690185547,1.1079683303833,0.518860876560211,NpGM,342600.499669904,7618010.720744719,No
13.47177141,12.5379304885864,1083.93005371094,20.3788795471191,1.10751497745514,0.811603248119354,NpGM,333494.785223301,7626815.9375532,No
18.41990296,10.6056661605835,796.480590820312,19.3231258392334,1.05540466308594,0.811595439910889,NpGM,335796.229533981,7619111.37284578,No
15.38387405,16.6649742126465,882.078918457031,25.4030742645264,1.476846575737,1.06148827075958,NpGM,330793.089728155,7623814.15909576,No
14.47051954,15.5424795150757,909.455017089844,20.6883087158203,1.21004688739777,1.08834004402161,NpGM,342200.248485438,7626015.46329788,No
17.42392233,12.1289110183716,846.560241699219,18.971492767334,1.10398042201996,0.672203004360199,NpGM,340799.369339807,7617610.48361706,No
16.50604758,6.85109329223633,896.474609375,12.3561210632324,0.706136584281921,0.438175112009048,NpGM,343000.75085437,7622913.62555853,No
16.91146855,15.1069927215576,859.677795410156,25.0996971130371,1.78773474693298,0.880642592906952,NpGM,337197.108679612,7616209.65367026,No
14.3338131,12.1990652084351,1117.71752929688,17.1088619232178,0.727534651756287,0.836283087730408,NpGM,334995.727165049,7627316.233962771,No
12.31913641,10.0225973129272,869.678344726562,16.3448753356934,0.950692653656006,0.72871458530426,NpGM,343601.127631069,7616109.59438835,No
17.60952071,9.57805156707764,874.61279296875,12.696967124939,0.511547029018402,0.613297700881958,NpGM,340899.432135924,7619811.78781918,No
11.95695871,12.8945722579956,1051.48889160156,22.910327911377,0.928574740886688,1.05417835712433,NpGM,332794.345650486,7626915.99683511,No
15.61409867,7.50422859191895,870.971069335938,15.3420715332031,0.552980899810791,0.61896276473999,NpGM,343701.190427186,7623413.921968109,No
20.83553194,8.10678768157959,854.158813476562,12.3278903961182,0.574541628360748,0.377237766981125,NpGM,329692.398970874,7621812.97345747,No
14.53660077,11.107762336731,1211.68896484375,21.0224800109863,1.04447937011719,0.718393623828888,NpGM,334995.727165049,7628516.94534574,No
17.70284903,11.4011068344116,900.114074707031,19.0467472076416,1.34727656841278,0.637972056865692,NpGM,337397.234271845,7621612.85489364,No
11.26577974,15.5574312210083,921.168090820312,22.3198223114014,1.45205187797546,1.29102218151093,NpGM,334195.224796117,7624214.39622342,No
16.93526337,8.93473720550537,1143.53063964844,15.2180080413818,0.839738845825195,0.455600410699844,NpGM,340098.929766991,7628216.7675,No
13.25023952,16.1718940734863,811.84765625,25.0392894744873,1.34539663791656,1.07497644424438,NpGM,340899.432135924,7617310.30577132,No
17.31615895,11.4744606018066,800.262817382812,22.2466201782227,1.61551010608673,0.645796000957489,NpGM,334295.287592234,7620212.02494684,No
21.18105075,13.0723972320557,910.48193359375,21.2998371124268,1.00286972522736,0.556185245513916,NpGM,330392.838543689,7624414.51478725,No
10.65250904,12.531665802002,879.335571289062,22.5059051513672,1.13644433021545,1.21300935745239,NpGM,339798.741378642,7619111.37284578,No
24.89069707,11.4566383361816,831.264282226562,16.4416160583496,1.23639929294586,0.4722640812397,NpGM,333694.910815534,7617010.12792558,No
19.26737113,20.46484375,789.0634765625,33.727970123291,2.17611503601074,1.15948963165283,NpGM,334195.224796117,7618410.95787238,No
